genus,species,TL,initiation,jolts,termination,termType,duration,escapeDist,velocity,acceleration,turnRate,clientType,mucusWeight,mucusProt,mucusCal,parCm2,gnaCm2
Pomacanthus,sexstriatus,25,2,0,1,4,3,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,0,1,1,28,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,25,1,2,1,1,27,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,1,1,1,4,29,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,23,1,2,1,1,42,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,27,NA,2,1,1,19,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,25,1,2,2,1,96,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,23,1,0,3,1,10,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,30,NA,0,1,4,8,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,33,1,1,2,1,14,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,0,1,1,2,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,20,1,0,1,1,11,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,28,1,0,1,1,7,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,20,1,0,1,1,16,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,17,1,0,1,1,13,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,17,1,0,1,1,2,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,1,1,1,20,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,15,1,0,1,4,4,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,17,1,0,1,4,4,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,17,1,1,2,1,14,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,27,NA,1,1,1,14,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,1,0,1,1,12,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,19,1,1,2,3,6,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,29,2,0,1,1,80,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,24,1,1,2,1,21,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,26,1,0,1,1,58,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,15,1,1,1,1,4,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,18,1,1,2,3,6,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,19,2,0,1,1,5,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,1,2,2,3,6,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,1,1,1,96,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,40,1,0,1,4,2,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,1,1,1,435,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,1,1,2,3,3,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,28,1,1,2,3,4,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,20,1,1,2,3,6,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,17,1,2,2,1,7,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,27,1,0,1,1,8,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,1,0,1,1,23,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,20,1,0,1,1,14,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,2,0,1,1,36,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,0,1,4,114,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,25,1,1,2,2,8,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,25,2,0,1,1,168,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,NA,0,1,1,25,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,27,2,0,1,4,41,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,30,1,1,1,4,27,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,30,2,1,1,4,13,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,24,2,0,1,4,5,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,1,2,1,24,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,24,2,0,1,1,23,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,30,2,0,1,1,15,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,2,0,1,4,63,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,25,1,0,1,1,4,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,22,1,0,2,1,10,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,0,1,4,14,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,35,1,0,1,4,15,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,25,1,1,1,1,30,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,28,1,2,1,1,40,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Pomacanthus,sexstriatus,20,1,2,1,4,64,3.55,94.79,47.29,1305.79,3,0.12,41.66,2698.85,0.08622415,0.037757453
Scarus,flavipectoralis,18,1,1,1,4,7,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,24,1,1,2,3,14,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,1,1,2,1,6,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,18,2,2,1,4,8,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,23,1,0,1,1,7,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,25,1,1,2,1,10,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,23,1,4,2,1,31,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,19,1,1,1,4,9,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,2,1,2,3,4,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,1,0,1,4,2,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,18,1,1,1,4,7,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,20,1,2,1,4,11,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,14,2,0,1,4,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,8,1,1,2,2,4,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,20,2,1,2,1,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,24,1,2,2,1,6,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,20,2,0,1,4,7,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,1,0,1,4,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,20,2,5,2,3,28,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,2,1,2,1,8,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,19,2,2,2,1,5,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,18,2,1,2,1,8,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,19,2,1,2,1,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,26,NA,2,2,1,21,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,18,NA,1,2,2,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,20,1,2,2,3,9,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,15,2,1,2,3,2,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,22,2,1,2,1,12,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,19,1,2,2,1,9,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,16,1,2,2,3,5,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,18,1,1,2,3,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,18,1,1,2,2,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,2,2,2,1,8,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,18,1,3,2,3,17,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,12,1,1,1,4,2,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,23,2,2,1,4,10,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,19,2,1,1,4,7,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,21,1,2,2,3,6,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,13,2,0,1,4,4,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,20,2,2,2,3,11,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,19,2,0,1,4,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,25,1,5,2,1,26,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,14,1,1,1,1,6,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,15,1,1,2,2,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,1,2,2,3,8,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,16,2,2,1,4,8,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,25,2,2,2,1,12,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,2,1,1,1,6,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,28,2,1,2,1,3,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,16,1,1,2,1,16,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,16,2,0,1,4,4,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,17,1,0,1,1,4,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,16,1,4,2,3,13,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,16,2,3,1,1,18,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,22,1,1,2,3,2,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scarus,flavipectoralis,20,1,0,1,1,11,7.67,221.19,115.06,3887.54,2,0.89,86.00,6253.39,0.003576496,0.02023161
Scolopsis,bilineatus,20,1,1,2,3,2,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,1,1,1,15,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,5,2,3,34,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,2,2,3,10,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,1,1,1,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,4,1,1,20,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,1,2,3,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,3,1,1,21,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,0,1,1,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,4,1,1,17,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,1,1,1,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,1,2,1,10,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,0,1,4,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,1,13,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,5,2,3,27,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,12,1,2,2,3,15,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,1,9,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,1,2,2,5,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,1,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,2,2,1,8,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,1,1,4,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,3,2,1,19,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,1,1,4,16,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,0,1,1,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,1,2,3,8,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,2,1,4,20,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,1,2,1,2,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,1,2,3,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,16,1,2,1,1,5,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,0,1,1,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,5,1,1,27,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,3,2,1,12,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,1,1,1,29,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,17,1,2,1,4,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,16,1,1,2,3,5,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,1,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,0,1,4,5,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,0,1,1,27,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,16,1,0,1,1,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,13,1,0,1,4,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,19,1,0,1,4,2,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,12,1,0,1,4,12,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,1,1,1,2,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,17,1,1,2,1,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,16,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,1,2,3,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,1,2,1,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,20,1,3,1,1,10,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,0,1,1,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,16,1,1,2,3,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,1,2,3,2,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,19,1,1,1,1,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,14,1,0,1,4,5,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,12,1,0,1,4,13,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,13,1,1,1,1,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,11,1,0,2,1,8,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,12,1,2,1,1,9,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,14,1,0,1,4,6,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,16,1,0,1,1,10,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,12,1,0,1,1,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,17,1,0,1,4,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,18,1,3,2,3,10,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,17,2,0,2,1,8,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,12,1,1,1,1,15,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,13,1,2,1,1,20,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,14,1,0,1,4,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,16,1,0,1,1,10,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,13,1,0,1,1,2,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,9,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,12,1,1,2,1,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,17,1,1,1,1,7,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,17,1,0,1,1,8,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,4,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,13,1,2,1,4,9,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,17,1,0,1,4,5,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,1,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,1,0,1,4,11,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,11,1,1,2,1,2,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
Scolopsis,bilineatus,15,2,1,2,3,3,5.42,160.83,81.50,2767.99,1,0.15,171.06,4380.71,0.343140796,0.004976066
